fragment_id,count,median,std,mean
frag_09a6fd568bf20003,1,-2.84,0.0,-2.84
frag_09b8b96ec2df494f,1,-7.5829344883,0.0,-7.5829344883
frag_09c6bf28d885ec85,1,-4.7631,0.0,-4.7631
frag_09dd260b84c29cd4,5,-2.5763,0.5798318212644766,-2.3226018116200002
frag_09e2c11cd3424bc5,1,-2.366,0.0,-2.366
frag_0a01449e851eb864,1,-4.2793,0.0,-4.2793
frag_0a0db4be7bdb2840,1,0.08,0.0,0.08
frag_0a5e4d2f6883ba8c,1,-2.5105450102,0.0,-2.5105450102
frag_0a77eac07f9d777b,1,-1.9013447833,0.0,-1.9013447833
frag_0a7fda263079781e,1,-0.72,0.0,-0.72
frag_0a80e654e20af8c3,2,-0.9331806675000001,0.40750204679999996,-0.9331806675000001
frag_0a92a3867fb21c89,1,-0.8,0.0,-0.8
frag_0a9579e32029c131,1,0.54,0.0,0.54
frag_0aa53b13eb840cb9,2,-2.6833539119,0.6617539119,-2.6833539119
frag_0aab831847537f1d,1,-5.35,0.0,-5.35
frag_0aae78543c374e2e,1,-1.8416,0.0,-1.8416
frag_0aae9ef87ec3a27f,1,-2.14,0.0,-2.14
frag_0ab18fae974abd85,85,-1.4690725372,1.4353410698743558,-1.5251113645141179
frag_0abc47e77eec63c1,1,-4.57,0.0,-4.57
frag_0af8b3170098fe31,1,-5.6768,0.0,-5.6768
frag_0b0cdf59a321ba72,1,-6.2405235691,0.0,-6.2405235691
frag_0b100319d9ac6fb3,1,-0.0992552152,0.0,-0.0992552152
frag_0b1207f82412f1d8,1,0.8504,0.0,0.8504
frag_0b1623c90404cdec,1,-7.315402454199999,0.0,-7.315402454199999
frag_0b1937644111dcd5,26,-6.91659377745,2.2233005502669694,-6.099791793642307
frag_0b2132cc134375d1,1,-5.8479,0.0,-5.8479
frag_0b46726e62cf19ae,1,-1.45,0.0,-1.45
frag_0b500fc1dfb825ae,1,-1.3147228436,0.0,-1.3147228436
frag_0b6447f5d02bf5f9,16,-2.59,1.0677573972466778,-2.840625
frag_0b6a94dbd5351f9e,1,-1.98,0.0,-1.98
frag_0b725926a4c38109,1,-5.2939,0.0,-5.2939
frag_0b75379c59b94074,1,-1.5811040628,0.0,-1.5811040628
frag_0b89b81c6dd769e1,1,-5.7657,0.0,-5.7657
frag_0b8c352bc442eebf,1,-4.2461281993,0.0,-4.2461281993
frag_0b8cec26ce2e4d1b,1,-3.2357622441000005,0.0,-3.2357622441000005
frag_0b99af909e944046,3,-7.13,0.5191329266725002,-7.1592666666666664
frag_0ba2a806a4bc1801,1,-3.2350788163,0.0,-3.2350788163
frag_0bbd89c75d81b800,1,-7.5914586339999985,0.0,-7.5914586339999985
frag_0bcbeb9f8c92e176,1,-0.7369,0.0,-0.7369
frag_0bd2373c6dfa7c7a,2,-1.20403072445,1.46074946905,-1.20403072445
frag_0be05ae00d50b925,1,-0.9527,0.0,-0.9527
frag_0c02d37eca62dd57,1,0.3256,0.0,0.3256
frag_0c164b7355ca8457,1,-2.168,0.0,-2.168
frag_0c4e16bc4f812104,1,-4.365622838,0.0,-4.365622838
frag_0c6b1df53cfb0399,1,-1.7863659491,0.0,-1.7863659491
frag_0c727b20d127a9ce,1,-1.9169,0.0,-1.9169
frag_0c73702cb23cc253,2,-2.4809,0.3798999999999999,-2.4809
frag_0c74706cb1becb06,1,-2.3837,0.0,-2.3837
frag_0c85543bed61f863,1,-5.0813,0.0,-5.0813
frag_0c9a74a6ad291e21,1,-2.14,0.0,-2.14
frag_0c9c5086a5ed76eb,1,1.15,0.0,1.15
frag_0c9df19e3c60afcf,286,-2.105,1.9302234444164115,-2.4194991339297203
frag_0ca5d98db3f64e52,2,-1.1180789658499999,1.4843557284499997,-1.1180789658499999
frag_0ca74859f6b82d6b,1,-3.6184664922000014,0.0,-3.6184664922000014
frag_0ce0fd953b27ae36,2,-1.9000830396499997,0.35395721795,-1.9000830396499997
frag_0cf9befc3851814e,1,-5.3958921156,0.0,-5.3958921156
frag_0d28b5318a8c248a,1,0.6610693015,0.0,0.6610693015
frag_0d2aa3d4c9020533,1,-8.402000000000001,0.0,-8.402000000000001
frag_0d4487ea6a33f5e0,1,1.065,0.0,1.065
frag_0d46a5385b972f77,1,-2.3598,0.0,-2.3598
frag_0d52206ec8beb5f6,1,-3.5242437705,0.0,-3.5242437705
frag_0d546e1fb7a6805d,4,-1.81957208585,1.7195502764437391,-1.7095711871
frag_0d5f4941c28f098a,6,-2.8,0.42524777254625984,-2.8446833333333337
frag_0d62cd8ca4bd15ca,2,0.9706722113999999,0.041872211400000026,0.9706722113999999
frag_0d6e60c41e28890e,1,-1.2019,0.0,-1.2019
frag_0d7e78f0b41725c8,4,-2.7350000000000003,1.2330190744244538,-2.5805620886750003
frag_0d89574e21c581b9,1,0.5693792548,0.0,0.5693792548
frag_0d8abf2e3fd25513,1,-3.2068,0.0,-3.2068
frag_0d999fd4cc37657a,1,-3.0361524841,0.0,-3.0361524841
frag_0d9d73b39100b629,1,1.1361123296,0.0,1.1361123296
frag_0da9694e51091e45,1,-0.88,0.0,-0.88
frag_0db1cf63044eb7cc,1,-1.9079,0.0,-1.9079
frag_0db8a663c602563c,1,-2.1792,0.0,-2.1792
frag_0dbcd443678fbf89,1,-3.0647,0.0,-3.0647
frag_0dbd876f913f7ba9,1,-0.0166,0.0,-0.0166
frag_0dc02b0a36d9396e,1,-1.7878458675,0.0,-1.7878458675
frag_0dcd61ba52578f65,1,-7.300465045499999,0.0,-7.300465045499999
frag_0ddfb86849b32c3b,3,-2.2684756839,1.8279504142466578,-3.145491894633334
frag_0dead6ba53f20f19,2,-4.7947,0.15479999999999983,-4.7947
frag_0dec3ea6ad48a83d,1,-2.6114,0.0,-2.6114
frag_0dfce9923b4b2022,1,-2.6961915261,0.0,-2.6961915261
frag_0e021893b2649728,1,-4.5531,0.0,-4.5531
frag_0e0816ce7ca3219d,4,-3.117,0.4801944918467931,-3.1734999999999998
frag_0e0eeaa4ced5e024,1,0.0767,0.0,0.0767
frag_0e159910dabbebbe,1,-0.11,0.0,-0.11
frag_0e17e64bb5e5ed24,1,-6.61,0.0,-6.61
frag_0e1b6ab5aaef77b4,1,-2.535,0.0,-2.535
frag_0e2e0e2f9a604635,1,0.5007,0.0,0.5007
frag_0e699f7371220eb8,1,-0.293,0.0,-0.293
frag_0e69e0577846c6db,1,-3.1742,0.0,-3.1742
frag_0e86c0fa76286b5b,1,-1.706753006,0.0,-1.706753006
frag_0e974bf4944b3365,1,0.8264,0.0,0.8264
frag_0e9f248fa954c3e0,1,0.6893014740000001,0.0,0.6893014740000001
frag_0ead41e8833c96e3,1,0.9015785325,0.0,0.9015785325
frag_0eb7cb1a33339fae,1,0.9289333763,0.0,0.9289333763
frag_0ebf14e0efbda08b,1,-1.7326,0.0,-1.7326
frag_0ec10fe103900cb8,1,-0.4396098786999999,0.0,-0.4396098786999999
frag_0ecb05d91321ef19,1,1.0597,0.0,1.0597
frag_0ed4184d19ee7d88,1,-0.194310278,0.0,-0.194310278
frag_0efa4c4b24dbfe35,1,-1.2708,0.0,-1.2708
frag_0efd697700a76c0f,10,-3.01,0.5226136240091719,-3.065
frag_0f023da3e41d310b,1,-1.6024488726,0.0,-1.6024488726
frag_0f0e15276e23c2f7,1,-1.4996,0.0,-1.4996
frag_0f137f7b25d803e3,1,-2.69,0.0,-2.69
frag_0f35784aa626f59e,1,0.3719654625999999,0.0,0.3719654625999999
frag_0f37d85e4b1dc24a,1,-4.9542967929,0.0,-4.9542967929
frag_0f3c75ba697f2fc0,1,-1.2298486435,0.0,-1.2298486435
frag_0f40eec3dc777b53,1,0.1752408894,0.0,0.1752408894
frag_0f487d3b84f51bdd,1,-4.7631,0.0,-4.7631
frag_0f4f0741bea6441b,2,-3.4693839513999998,2.2470743278999996,-3.4693839513999998
frag_0f52231dd79389a2,1,-4.6961,0.0,-4.6961
frag_0f91b03ceb530cb0,2,-0.04235,0.89595,-0.04235
frag_0f9aa33e2105ce30,1,-0.889,0.0,-0.889
frag_0faaf55bcc046b7b,1,-2.4299809947,0.0,-2.4299809947
frag_0fab6209a2419450,1,-5.4491260218,0.0,-5.4491260218
frag_0fad1d66aded5e30,1,-4.48,0.0,-4.48
frag_0fad48aaa2820658,3,-2.17,0.14007934259633792,-2.143333333333333
frag_0fb1501bcf1bda9e,1,-0.62,0.0,-0.62
frag_0fd40bbb88083ed1,10,-2.4295904638000003,2.6490750210420035,-2.40845888635
frag_0fdcb944ad7673d0,1,-1.5171,0.0,-1.5171
frag_0fe7da533eb53731,1,-3.39,0.0,-3.39
frag_0fea704e01e34bc5,1,-0.46,0.0,-0.46
frag_0fff8df878b73943,1,-3.4507,0.0,-3.4507
frag_0fffbe80f03a40ed,1,-1.1692,0.0,-1.1692
frag_101465b24ae91ee7,1,-4.458990177,0.0,-4.458990177
frag_1029754c60773ce2,7,-4.8187034651,2.5914008477216712,-4.783258375042857
frag_102c99d2ef1d4ad0,1,-9.7071062552,0.0,-9.7071062552
frag_103f2657047ad454,1,1.1303048889,0.0,1.1303048889
frag_104bab94cf881a02,1,0.8351,0.0,0.8351
frag_105c730c05418fe9,1,-6.6197116003,0.0,-6.6197116003
frag_1067c6b0764e742d,1,-0.7383,0.0,-0.7383
frag_1069a0e28f97601a,1,-2.4318,0.0,-2.4318
frag_1070296d11db5865,1,-7.214642713,0.0,-7.214642713
frag_1072bcf0bff0e46e,1,-4.4511392252,0.0,-4.4511392252
frag_107cfecde4917cff,1,-1.860061225,0.0,-1.860061225
frag_10878359e1371953,1,-6.4785159933,0.0,-6.4785159933
frag_108d6d291b5e8e8f,1,0.1304,0.0,0.1304
frag_10a0943bd513442f,1,-4.1958,0.0,-4.1958
frag_10e49b1b679052ab,1,-1.0810922867,0.0,-1.0810922867
frag_10e8a685201b923b,1,-2.22,0.0,-2.22
frag_10e9b174e3c2a6d4,1,-2.3057,0.0,-2.3057
frag_10ef75d089556e3e,1,-4.814,0.0,-4.814
frag_10f14c9a3f1548a4,1,-4.08,0.0,-4.08
frag_10fc93ea18d091e5,2,-3.1350000000000002,1.5650000000000002,-3.1350000000000002
frag_1111d603573049b9,1,1.3365535082,0.0,1.3365535082
frag_111f92e06f1e55ec,1,-1.3733684129,0.0,-1.3733684129
frag_11241f02bf365ad0,1,0.106,0.0,0.106
frag_112508b62697e8b4,1,-1.569622787,0.0,-1.569622787
frag_11260e7b1e3c47f2,1,-5.46,0.0,-5.46
frag_1127e23cde9f3b0b,1,-1.3409,0.0,-1.3409
frag_11417ebba9c7a9f5,1,0.9278,0.0,0.9278
frag_1141a4fa8fd853c0,1,-1.62,0.0,-1.62
frag_11430021a486a891,1,-3.73,0.0,-3.73
frag_11492027e0bfa12c,17,-0.46,1.889199749496152,-1.3144343191882353
frag_1164621525436745,1,-5.1805,0.0,-5.1805
frag_117e58d112e14602,1,-4.6,0.0,-4.6
frag_119b416d237f09f1,1,-7.3281144602,0.0,-7.3281144602
frag_11a394451de548e5,1,-2.0411,0.0,-2.0411
frag_11a96c8ca1966da3,1,-1.7025,0.0,-1.7025
frag_11b73ab4f296278a,1,0.6844005874,0.0,0.6844005874
frag_11c461930d36d1a1,1,-3.7219886724,0.0,-3.7219886724
frag_11c4d24548eae2ad,1,-7.9081,0.0,-7.9081
frag_11cfece3f76200ef,1,-1.1909999999999998,0.0,-1.1909999999999998
frag_11f2bdafa4606cac,7,-3.54,1.8814617647951133,-4.1988296891
frag_1203a8a7f6ff95cb,1,-3.955,0.0,-3.955
frag_1208c720f5879b0b,2,-2.8614199428,0.3616199428,-2.8614199428
frag_120f0dec10a4aa7d,1,-2.95,0.0,-2.95
frag_121f2142a7de97c9,1,-0.7945,0.0,-0.7945
frag_1224f9f31381f178,1,-2.6852,0.0,-2.6852
frag_123e1684a7d09903,1,1.106488088,0.0,1.106488088
frag_1241ffbb163c9858,1,-3.4318638977,0.0,-3.4318638977
frag_1247f6ecd5ddbf73,1,0.1602,0.0,0.1602
frag_1257484f2aba9330,1,-9.1359660934,0.0,-9.1359660934
frag_1261b0450c221794,1,-8.4007,0.0,-8.4007
frag_127462a0f7406ba8,1,-1.4463316859,0.0,-1.4463316859
frag_129d6f9240e9a147,2,-7.37846755265,2.43796755265,-7.37846755265
frag_12a905c3e9db3138,1,-6.756602506799999,0.0,-6.756602506799999
frag_12ac52db8a9b115f,1,-1.1158578961,0.0,-1.1158578961
frag_12b073ba97cb359a,4,-1.84405,0.6693667170355874,-1.862025
frag_12bbc7b5783de5e0,1,0.0167319924,0.0,0.0167319924
frag_12c98ce9edf7e7a0,1,-5.5472319177,0.0,-5.5472319177
frag_12cc58c91df39589,1,-0.2586,0.0,-0.2586
frag_12de730503e9ed49,1,-4.08,0.0,-4.08
frag_12e200e57a0d708c,1,-2.9008,0.0,-2.9008
frag_12f6c14409616c3a,6,-1.24,0.3653782260282563,-1.1064833333333333
frag_12fb97daf5fdd807,3,-2.14,1.4452912047980733,-3.0500000000000003
frag_1316d4bc93ecdf94,3,-6.3541593340999984,0.17732894110280725,-6.297935068833333
frag_1318880749d5cb54,1,-1.6785332004,0.0,-1.6785332004
frag_1336d919835d8f48,1,-3.6604,0.0,-3.6604
frag_1341d37a725ebfaa,2,-5.359999999999999,0.050000000000000266,-5.359999999999999
frag_134770129b93c373,1,-0.6232866861,0.0,-0.6232866861
frag_136a862438812a4b,1,-3.5435,0.0,-3.5435
frag_1385d959cfbb3141,1,-5.5511481213,0.0,-5.5511481213
frag_1386b2f2aee52802,2,-1.6226,0.0726,-1.6226
frag_13dbc6dd9de2a0f2,3,-3.89,0.45297927350180384,-3.941333333333333
frag_13e7ee5d94890111,1,-1.4997434273,0.0,-1.4997434273
frag_13eb940ea0ccf53e,1,-2.0506,0.0,-2.0506
frag_13f73c5ea2211715,1,-2.2797,0.0,-2.2797
frag_13f7f6553d5f454e,1,-0.2897617622,0.0,-0.2897617622
frag_13fda24810638f5b,1,-0.6916,0.0,-0.6916
frag_14030e784dc7106e,1,-1.5218900849,0.0,-1.5218900849
frag_140716156c019956,1,-3.9003349932,0.0,-3.9003349932
frag_1407939c3b3af77e,1,-4.037430925,0.0,-4.037430925
frag_14089f92e4b6bb9b,1,-5.905407864500001,0.0,-5.905407864500001
frag_14101017771603eb,1,-3.23,0.0,-3.23
frag_141c000280bc9a94,1,-7.0220260604,0.0,-7.0220260604
frag_14239fec7e9ce1a3,1,-0.63,0.0,-0.63
frag_142ecc689b1c1576,1,-0.9642,0.0,-0.9642
frag_1432a49708258a91,1,-0.605,0.0,-0.605
frag_1432af479821b72c,1,-3.3651,0.0,-3.3651
frag_143ee509ec4472b3,3,-7.0093328393,1.3928654822140527,-7.134817693933333
frag_144742c15be9de56,1,-1.070567643,0.0,-1.070567643
frag_144a8936fedb4b02,1,-2.4239072122,0.0,-2.4239072122
frag_144aa61ef4826a3c,1,-1.0157,0.0,-1.0157
frag_14555f3fae0d2e7b,1,-2.3,0.0,-2.3
frag_1462b881a4314c27,1,-2.6532064055,0.0,-2.6532064055
frag_1467955497175750,1,-0.4201864202,0.0,-0.4201864202
